channel,wavenumber,correction_factor1,correction_factor2,fov,
1,  674.483,    0.098,  0.99972,    1.4  
2,  674.065,    0.138,  0.99964,    1.4  
3,  692.025,    0.142,  0.9996 ,    1.4  
4,  703.698,    0.006,  0.99992,    1.4   
5,  717.283,    -0.001, 0.99994,    1.4   
6,  732.153,    0.190,  0.99956,    1.4   
7,  747.774,    -0.103, 1.00013,    1.4     
8,  897.381,    0.427,  0.99931,    1.4  
9,  1019.652,   0.139,  0.99984,    1.4  
10, 1220.961,   0.451,  0.99988,    1.4  
11, 1361.451,   0.106,  0.99979,    1.4  
12, 1482.518,   0.528,  1.00009,    1.4  
13, 2188.200,   0.050,  1.00021,    1.4  
14, 2210.322,   0.062,  1.00029,    1.4  
15, 2238.244,   0.014,  0.99992,    1.4  
16, 2271.124,   0.028,  1.00004,    1.4  
17, 2357.244,   0.017,  0.99994,    1.4  
18, 2514.753,   0.079,  1.00007,    1.4  
19, 2656.381,   0.486,  1.00062,    1.4                                         
   
#source wavenumbers: https://nwp-saf.eumetsat.int/downloads/rtcoef_rttov13/ir_srf/rtcoef_noaa_8_hirs-shifted_srf.html
#source correction-factors: /scratch/uni/u237/sw/AAPP8/AAPP/data/calibration/coef/hirs/calcoef.dat
#source fov:  M.J.Burgdorf et al., 2020
